customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,NumServices,AvgMonthlySpend,ChargeRatio
7850-VWJUU,Female,No,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,No,13-24 months,1,77.32608695652173,0.9699184706213102
3774-VBNXY,Female,No,Yes,Yes,64,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.2,1277.75,No,49-72 months,0,19.96484375,1.011778516924281
6217-KDYWC,Male,No,No,Yes,57,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.6,1170.55,No,49-72 months,0,20.5359649122807,0.9544231344239889
0390-DCFDQ,Female,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,0-12 months,0,70.45,1.0
3146-MSEGF,Female,Yes,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,No,49-72 months,6,89.24513888888889,0.9866083586874479
4080-OGPJL,Female,No,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,Yes,0-12 months,3,70.45625,1.0098465359709041
1095-WGNGG,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,No,49-72 months,3,97.88934426229508,1.0322880468913544
2636-SJDOU,Male,No,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,No,49-72 months,2,82.64140625,1.0200697667823144
1131-QQZEB,Male,Yes,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),23.95,1756.2,No,49-72 months,0,24.735211267605635,0.9682553239949891
5716-EZXZN,Female,No,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,No,49-72 months,4,98.71846153846154,1.0033584241120825
6837-BJYDQ,Male,No,No,No,3,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.6,61.35,No,0-12 months,0,20.45,0.958435207823961
2135-RXIHG,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,0-12 months,0,45.65,1.0
6440-DKQGE,Male,No,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,No,25-48 months,3,64.33166666666666,1.0026166480996916
3466-BYAVD,Male,No,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,No,13-24 months,4,71.42666666666668,0.973025947358596
3780-YVMFA,Female,No,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,No,0-12 months,3,70.54375,0.9717373970054044
3874-EQOEP,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,Yes,0-12 months,2,93.64285714285714,1.0144927536231885
1679-JRFBR,Female,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,No,49-72 months,5,113.29357142857143,0.9545996179331825
9073-ZZIAY,Male,No,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,No,49-72 months,6,84.11693548387096,1.0235750922774556
3077-RSNTJ,Female,No,Yes,Yes,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.7,113.5,No,0-12 months,0,18.916666666666668,1.0414096916299558
6551-GNYDG,Female,No,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,No,13-24 months,1,82.34285714285714,0.9824774462179043
9167-APMXZ,Female,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,No,13-24 months,1,82.81590909090909,1.0161091138615221
2749-CTKAJ,Male,No,Yes,Yes,22,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.15,419.9,No,13-24 months,0,19.086363636363636,1.0557275541795665
6371-NZYEG,Male,No,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,No,13-24 months,3,64.0,1.00390625
7554-NEWDD,Male,No,No,No,10,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.7,251.6,No,0-12 months,0,25.16,1.021462639109698
8992-VONJD,Female,No,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,No,13-24 months,2,58.81153846153846,0.9521941011052253
0867-MKZVY,Female,No,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,Yes,13-24 months,1,79.61749999999999,1.0349483467830567
4482-EWFMI,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,No,0-12 months,0,67.6,1.0310650887573967
4648-YPBTM,Male,No,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,No,49-72 months,4,74.68396226415095,0.9895029369039349
2907-ILJBN,Female,No,Yes,Yes,11,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.6,233.9,No,0-12 months,0,21.263636363636365,0.9687900812312954
6345-FZOQH,Male,No,Yes,No,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.9,1363.45,No,49-72 months,0,19.76014492753623,1.0070776339433056
3376-BMGFE,Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,Yes,0-12 months,0,68.25,1.038827838827839
5997-OPVFA,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,No,49-72 months,6,86.86736111111111,1.0251261102095308
3445-HXXGF,Male,Yes,Yes,No,58,No,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,49-72 months,3,45.710344827586205,0.9910229330114665
1159-WFSGR,Female,No,Yes,Yes,16,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,20.4,321.4,No,13-24 months,0,20.0875,1.015556938394524
7654-YWJUF,Male,No,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,No,25-48 months,3,82.30813953488372,1.0235925690471146
1875-QIVME,Female,No,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,Yes,0-12 months,4,121.4,0.8599670510708401
6727-IOTLZ,Male,No,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,No,13-24 months,5,84.41071428571429,0.9708483181722022
0691-JVSYA,Female,No,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,Yes,49-72 months,3,94.3433962264151,1.0053697852085917
5918-VUKWP,Female,No,No,No,32,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.55,654.55,No,25-48 months,0,20.4546875,1.004659689863265
1744-JHKYS,Female,No,Yes,No,34,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.7,780.2,No,25-48 months,0,22.947058823529414,1.0763906690592155
2656-FMOKZ,Female,Yes,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,13-24 months,0,76.38000000000001,0.9747316051322334
2070-FNEXE,Female,Yes,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,0-12 months,1,71.94285714285715,1.062648927720413
5947-SGKCL,Female,No,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,No,13-24 months,4,103.95,1.0134680134680134
3712-PKXZA,Male,No,Yes,No,61,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.55,1252.0,No,49-72 months,0,20.524590163934427,1.001238019169329
6317-YPKDH,Female,No,No,No,1,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,0-12 months,1,29.95,1.0
6582-OIVSP,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,No,0-12 months,0,45.3,1.0
9367-WXLCH,Male,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,0-12 months,1,82.83125,1.0201463819512564
5524-KHNJP,Male,No,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,No,25-48 months,4,74.34242424242424,1.0054824114458076
1918-ZBFQJ,Female,No,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,13-24 months,2,85.51153846153846,0.9267755138757702
1024-GUALD,Female,No,Yes,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,0-12 months,0,24.8,1.0
4827-USJHP,Male,No,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,No,13-24 months,1,51.1925,1.0118669727010792
8167-GJLRN,Male,No,No,No,3,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,No,0-12 months,1,27.383333333333336,1.1101643335362141
0956-SYCWG,Female,No,No,No,13,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,19.65,244.8,No,13-24 months,0,18.83076923076923,1.0435049019607843
8017-UVSZU,Female,No,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,No,25-48 months,1,59.4775,0.9516203606405784
7100-FQPRV,Male,No,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,No,25-48 months,3,73.79883720930232,0.9742700931192589
2472-OVKUP,Male,No,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,Yes,0-12 months,3,88.5,1.0282485875706215
2984-RGEYA,Female,No,Yes,Yes,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.75,1375.4,No,49-72 months,0,19.933333333333334,0.9908026755852842
9680-NIAUV,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,No,49-72 months,5,112.90694444444445,0.9715965704304184
2146-EGVDT,Male,No,Yes,Yes,59,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.3,1192.7,No,49-72 months,0,20.215254237288136,0.9547245744948437
2604-IJPDU,Female,No,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,No,13-24 months,4,95.08250000000001,1.0154339652407118
9178-JHUVJ,Male,No,Yes,Yes,24,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.1,587.4,No,13-24 months,0,24.474999999999998,0.9846782431052096
6168-YBYNP,Male,No,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,No,49-72 months,5,110.5042372881356,1.0076536677019823
7255-SSFBC,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,No,49-72 months,5,111.68958333333333,1.005017626979538
3645-DEYGF,Male,No,No,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.75,20.75,No,0-12 months,0,20.75,1.0
9323-HGFWY,Female,No,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,No,25-48 months,4,99.30185185185185,1.0261641459821347
8544-GOQSH,Female,No,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,No,13-24 months,2,79.45,1.0075519194461926
3363-DTIVD,Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,No,49-72 months,4,104.30281690140845,1.0119573290122206
7018-WBJNK,Male,No,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,No,13-24 months,1,79.53461538461539,0.9844770056579137
9142-KZXOP,Male,No,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,No,25-48 months,0,67.24886363636364,1.023809121478903
7674-YTAFD,Female,No,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,No,25-48 months,2,81.35909090909091,0.9826805966813789
6348-SNFUS,Male,No,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,No,49-72 months,5,58.044444444444444,0.955302450229709
1285-OKIPP,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,Yes,0-12 months,1,79.9,1.0
7825-ECJRF,Female,No,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,Yes,13-24 months,5,101.81315789473685,1.0470159476853884
1347-KTTTA,Male,No,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,No,49-72 months,5,103.9703125,0.9853774364677417
7841-TZDMQ,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,Yes,0-12 months,0,42.25,1.0887573964497042
4195-NZGTA,Female,No,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,No,0-12 months,0,25.25,1.0
7157-SMCFK,Male,No,No,Yes,61,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.75,1124.2,No,49-72 months,0,18.42950819672131,1.071650951787938
4709-LKHYG,Female,No,Yes,Yes,29,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,20.0,540.05,No,25-48 months,0,18.622413793103448,1.0739746319785206
2504-DSHIH,Male,Yes,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,1975.85,No,13-24 months,1,85.90652173913043,1.0104005870891009
0699-NDKJM,Female,No,Yes,No,57,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,No,49-72 months,5,60.30614035087719,0.9741959883052844
9286-BHDQG,Male,No,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,No,49-72 months,4,43.608333333333334,1.0376457099178291
0230-WEQUW,Male,No,Yes,No,66,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,No,49-72 months,5,57.41212121212121,0.9858545339385624
2040-LDIWQ,Male,No,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,No,49-72 months,5,81.91538461538461,1.0278899427176262
6496-JDSSB,Female,No,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,No,0-12 months,1,78.075,1.0246557796990072
9408-SSNVZ,Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,Yes,0-12 months,0,67.0875,1.0456493385504007
4443-EMBNA,Female,No,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.75,1836.9,No,49-72 months,0,25.871830985915494,0.956638902498775
6469-MRVET,Male,No,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,20.2,20.2,No,0-12 months,0,20.2,1.0
0742-MOABM,Male,No,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,Yes,0-12 months,1,44.8375,1.1162531363256203
5961-VUSRV,Female,No,No,No,12,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),19.35,219.35,No,0-12 months,0,18.279166666666665,1.058582174606793
6778-JFCMK,Male,No,No,No,24,No,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,50.6,1288.75,No,13-24 months,3,53.697916666666664,0.9423084384093114
6341-JVQGF,Female,No,Yes,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.15,2545.75,No,25-48 months,5,82.12096774193549,0.9881763723853482
2232-DMLXU,Female,No,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.2,55.2,Yes,0-12 months,1,55.2,1.0
4811-JBUVU,Male,No,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,No,25-48 months,2,90.77166666666668,0.9903971503589593
0945-TSONX,Female,No,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.3,4107.25,No,25-48 months,5,87.38829787234043,0.9761032320895976
2651-ZCBXV,Male,No,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.0,5760.65,No,49-72 months,5,106.6787037037037,1.012385755079722
3316-UWXUY,Male,No,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,No,49-72 months,4,94.95,0.9847288046340179
8937-RDTHP,Male,No,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.6,84.6,Yes,0-12 months,2,84.6,1.0
7083-MIOPC,Female,No,No,No,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.25,1566.9,No,49-72 months,0,21.762500000000003,0.9304997128087305
1984-GPTEH,Female,No,No,No,29,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.15,702.0,No,25-48 months,0,24.20689655172414,1.038960113960114
1251-KRREG,Male,No,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.4,114.1,Yes,0-12 months,1,57.05,0.953549517966696
0621-JFHOL,Female,No,No,No,10,No,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.6,299.05,No,0-12 months,1,29.905,0.9898010366159505
9903-LYSAB,Male,No,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.15,1305.95,No,13-24 months,0,72.55277777777778,1.0082315555725718
0094-OIFMO,Female,Yes,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,1120.3,Yes,0-12 months,3,101.84545454545454,0.9327858609301081
9227-UAQFT,Male,No,No,No,16,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.75,284.35,No,13-24 months,0,17.771875,1.111306488482504
7301-ABVAD,Female,No,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.6,6350.5,No,49-72 months,5,88.20138888888889,0.981843949295331
6614-FHDBO,Male,No,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.2,7878.3,No,49-72 months,5,109.42083333333333,0.9979817981036518
7576-ASEJU,Female,No,Yes,Yes,41,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),74.7,3187.65,No,25-48 months,4,77.74756097560976,0.9608018446190768
9058-HRZSV,Female,Yes,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.4,6126.15,No,49-72 months,4,94.24846153846153,1.0016078613811286
4522-AKYLR,Female,Yes,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.8,731.3,No,13-24 months,2,56.25384615384615,0.9741556132913989
0221-WMXNQ,Male,Yes,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,273.4,No,0-12 months,1,68.35,1.1024140453547915
0303-UNCIP,Male,No,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,65.0,2531.8,No,25-48 months,2,61.75121951219513,1.0526107907417646
9947-OTFQU,Male,Yes,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,1074.3,Yes,13-24 months,1,71.61999999999999,1.038815973191846
0322-YINQP,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.55,48.55,Yes,0-12 months,1,48.55,1.0
0959-WHOKV,Male,No,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,99.0,4298.45,No,25-48 months,4,102.34404761904761,0.9673254312601054
4075-JFPGR,Female,No,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.5,4619.55,No,49-72 months,4,90.57941176470588,1.032243400331201
4629-NRXKX,Female,No,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,147.15,Yes,0-12 months,0,73.575,0.9568467550118926
9514-JDSKI,Male,Yes,Yes,No,1,No,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,40.2,40.2,Yes,0-12 months,2,40.2,1.0
3282-ZISZV,Male,No,No,Yes,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),83.7,2633.3,No,25-48 months,5,82.290625,1.0171267990734059
3675-YDUPJ,Male,No,No,No,10,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.85,193.05,No,0-12 months,0,19.305,1.0282310282310283
4111-BNXIF,Female,No,Yes,Yes,67,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,59.55,4103.9,No,49-72 months,5,61.252238805970144,0.9722093618265553
7017-VFHAY,Female,No,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.1,7008.15,No,49-72 months,6,114.88770491803278,1.0018478485763005
6655-LHBYW,Male,No,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),114.35,5791.1,No,49-72 months,6,115.822,0.9872908428450553
4959-JOSRX,Female,No,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.6,80.55,Yes,0-12 months,0,40.275,1.107386716325264
5046-NUHWD,Female,Yes,Yes,No,29,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.0,1228.65,No,25-48 months,3,42.36724137931035,1.062141374679526
7273-TEFQD,Male,Yes,No,No,3,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.15,132.2,Yes,0-12 months,2,44.06666666666666,0.9338124054462935
3606-TWKGI,Male,Yes,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.9,1364.3,Yes,13-24 months,4,104.94615384615385,1.0186176060983656
7529-ZDFXI,Male,Yes,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,4925.35,No,49-72 months,2,86.40964912280702,1.039814429431411
7605-BDWDC,Female,No,No,No,31,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,1520.1,No,25-48 months,4,49.03548387096774,1.0166107492928098
1950-KSVVJ,Female,No,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,113.3,5032.25,No,25-48 months,6,111.82777777777778,1.013165085200457
0123-CRBRT,Female,No,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,88.1,5526.75,No,49-72 months,6,90.60245901639344,0.9723797892070385
6292-TOSSS,Male,No,No,No,50,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.9,1195.25,No,49-72 months,0,23.905,1.0416230914034719
3197-ARFOY,Female,Yes,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.0,2007.25,No,13-24 months,5,105.64473684210526,0.993897122929381
6323-AYBRX,Male,No,No,No,59,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.35,1099.6,Yes,49-72 months,0,18.63728813559322,1.0382411786104038
7014-ZZXAW,Female,No,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.25,1732.95,No,49-72 months,0,24.40774647887324,0.9935370322282813
4385-GZQXV,Female,Yes,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,1511.2,Yes,13-24 months,3,94.45,1.0
7633-MVPUY,Male,No,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,59.75,3450.15,No,49-72 months,3,60.52894736842106,0.9871309943045954
6366-ZGQGL,Male,No,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.8,24.8,Yes,0-12 months,0,24.8,1.0
4716-HHKQH,Male,Yes,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,107.05,2172.05,No,13-24 months,4,108.6025,0.985704748969867
